filename,test_name,test_id,issue_severity,issue_confidence,issue_text,line_number,line_range,more_info
1068021.py,hardcoded_sql_expressions,B608,MEDIUM,LOW,Possible SQL injection vector through string-based query construction.,14,[14],https://bandit.readthedocs.io/en/latest/plugins/b608_hardcoded_sql_expressions.html
106c49a3ae6d420937aa.py,try_except_pass,B110,LOW,HIGH,"Try, Except, Pass detected.",21,[21],https://bandit.readthedocs.io/en/latest/plugins/b110_try_except_pass.html
1072963.py,hardcoded_tmp_directory,B108,MEDIUM,MEDIUM,Probable insecure usage of temp file/directory.,4,[4],https://bandit.readthedocs.io/en/latest/plugins/b108_hardcoded_tmp_directory.html
1078469.py,flask_debug_true,B201,HIGH,MEDIUM,"A Flask app appears to be run with debug=True, which exposes the Werkzeug debugger and allows the execution of arbitrary code.",76,[76],https://bandit.readthedocs.io/en/latest/plugins/b201_flask_debug_true.html
10792332.py,blacklist,B405,LOW,HIGH,"Using xml.etree.ElementTree to parse untrusted XML data is known to be vulnerable to XML attacks. Replace xml.etree.ElementTree with the equivalent defusedxml package, or make sure defusedxml.defuse_stdlib() is called.",136,[136],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_imports.html#b405-import-xml-etree
1085780.py,try_except_pass,B110,LOW,HIGH,"Try, Except, Pass detected.",16,[16],https://bandit.readthedocs.io/en/latest/plugins/b110_try_except_pass.html
1088273.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,40,[40],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
10955449.py,blacklist,B310,MEDIUM,HIGH,Audit url open for permitted schemes. Allowing use of file:/ or custom schemes is often unexpected.,17,[17],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_calls.html#b310-urllib-urlopen
10955449.py,blacklist,B310,MEDIUM,HIGH,Audit url open for permitted schemes. Allowing use of file:/ or custom schemes is often unexpected.,30,[30],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_calls.html#b310-urllib-urlopen
1096950.py,blacklist,B311,LOW,HIGH,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,21,[21],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_calls.html#b311-random
10980172.py,blacklist,B311,LOW,HIGH,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,17,[17],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_calls.html#b311-random
11019717.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,44,"[44, 45, 46, 47]",https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
11019717.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,99,"[99, 100]",https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
1106488.py,try_except_pass,B110,LOW,HIGH,"Try, Except, Pass detected.",29,[29],https://bandit.readthedocs.io/en/latest/plugins/b110_try_except_pass.html
1108817.py,blacklist,B410,LOW,HIGH,Using objectify to parse untrusted XML data is known to be vulnerable to XML attacks. Replace objectify with the equivalent defusedxml package.,1,"[1, 2]",https://bandit.readthedocs.io/en/latest/blacklists/blacklist_imports.html#b410-import-lxml
1113175.py,blacklist,B322,HIGH,HIGH,"The input method in Python 2 will read from standard input, evaluate and run the resulting string as python source code. This is similar, though in many ways worse, then using eval. On Python 2, use raw_input instead, input is safe in Python 3.",12,[12],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_calls.html#b322-input
1113175.py,blacklist,B322,HIGH,HIGH,"The input method in Python 2 will read from standard input, evaluate and run the resulting string as python source code. This is similar, though in many ways worse, then using eval. On Python 2, use raw_input instead, input is safe in Python 3.",13,[13],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_calls.html#b322-input
1113175.py,blacklist,B322,HIGH,HIGH,"The input method in Python 2 will read from standard input, evaluate and run the resulting string as python source code. This is similar, though in many ways worse, then using eval. On Python 2, use raw_input instead, input is safe in Python 3.",14,[14],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_calls.html#b322-input
1113175.py,blacklist,B311,LOW,HIGH,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,22,[22],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_calls.html#b311-random
1113175.py,blacklist,B311,LOW,HIGH,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,26,[26],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_calls.html#b311-random
11143783.py,blacklist,B404,LOW,HIGH,Consider possible security implications associated with subprocess module.,5,[5],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_imports.html#b404-import-subprocess
11143783.py,start_process_with_partial_path,B607,LOW,HIGH,Starting a process with a partial executable path,24,[24],https://bandit.readthedocs.io/en/latest/plugins/b607_start_process_with_partial_path.html
11143783.py,subprocess_popen_with_shell_equals_true,B602,HIGH,HIGH,"subprocess call with shell=True identified, security issue.",24,[24],https://bandit.readthedocs.io/en/latest/plugins/b602_subprocess_popen_with_shell_equals_true.html
11143783.py,start_process_with_partial_path,B607,LOW,HIGH,Starting a process with a partial executable path,26,[26],https://bandit.readthedocs.io/en/latest/plugins/b607_start_process_with_partial_path.html
11143783.py,subprocess_popen_with_shell_equals_true,B602,HIGH,HIGH,"subprocess call with shell=True identified, security issue.",26,[26],https://bandit.readthedocs.io/en/latest/plugins/b602_subprocess_popen_with_shell_equals_true.html
11240995.py,start_process_with_a_shell,B605,HIGH,HIGH,"Starting a process with a shell, possible injection detected, security issue.",20,[20],https://bandit.readthedocs.io/en/latest/plugins/b605_start_process_with_a_shell.html
11240995.py,hardcoded_sql_expressions,B608,MEDIUM,MEDIUM,Possible SQL injection vector through string-based query construction.,48,[48],https://bandit.readthedocs.io/en/latest/plugins/b608_hardcoded_sql_expressions.html
1124bb02a9fd4abce3d86caf2f950cb2.py,blacklist,B404,LOW,HIGH,Consider possible security implications associated with subprocess module.,11,[11],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_imports.html#b404-import-subprocess
1124bb02a9fd4abce3d86caf2f950cb2.py,subprocess_popen_with_shell_equals_true,B602,HIGH,HIGH,"subprocess call with shell=True identified, security issue.",81,[81],https://bandit.readthedocs.io/en/latest/plugins/b602_subprocess_popen_with_shell_equals_true.html
11280233.py,hardcoded_bind_all_interfaces,B104,MEDIUM,MEDIUM,Possible binding to all interfaces.,21,[21],https://bandit.readthedocs.io/en/latest/plugins/b104_hardcoded_bind_all_interfaces.html
11280233.py,hardcoded_bind_all_interfaces,B104,MEDIUM,MEDIUM,Possible binding to all interfaces.,22,[22],https://bandit.readthedocs.io/en/latest/plugins/b104_hardcoded_bind_all_interfaces.html
11280233.py,start_process_with_a_shell,B605,LOW,HIGH,"Starting a process with a shell: Seems safe, but may be changed in the future, consider rewriting without shell",30,[30],https://bandit.readthedocs.io/en/latest/plugins/b605_start_process_with_a_shell.html
11280233.py,start_process_with_partial_path,B607,LOW,HIGH,Starting a process with a partial executable path,30,[30],https://bandit.readthedocs.io/en/latest/plugins/b607_start_process_with_partial_path.html
11295815.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,30,[30],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
11295815.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,31,[31],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
11295815.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,35,[35],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
11295815.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,36,"[36, 37]",https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
11295815.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,38,[38],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
11295815.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,39,[39],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
11295815.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,59,"[59, 60, 61]",https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
11295815.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,62,"[62, 63, 64]",https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
11295815.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,65,[65],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
11295815.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,102,"[102, 103, 104]",https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
11295815.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,105,"[105, 106, 107]",https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
11295815.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,108,[108],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
11295815.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,114,"[114, 115, 116]",https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
11295815.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,117,"[117, 118, 119]",https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
11295815.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,120,[120],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
1131432.py,hardcoded_tmp_directory,B108,MEDIUM,MEDIUM,Probable insecure usage of temp file/directory.,29,"[29, 30, 31, 32, 33, 34]",https://bandit.readthedocs.io/en/latest/plugins/b108_hardcoded_tmp_directory.html
1133602.py,blacklist,B303,MEDIUM,HIGH,"Use of insecure MD2, MD4, MD5, or SHA1 hash function.",86,[86],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_calls.html#b303-md5
11339448.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,15,[15],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
11339448.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,16,"[16, 17]",https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
11401031.py,blacklist,B404,LOW,HIGH,Consider possible security implications associated with subprocess module.,121,[121],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_imports.html#b404-import-subprocess
11401031.py,subprocess_without_shell_equals_true,B603,LOW,HIGH,subprocess call - check for execution of untrusted input.,146,[146],https://bandit.readthedocs.io/en/latest/plugins/b603_subprocess_without_shell_equals_true.html
11401974.py,blacklist,B403,LOW,HIGH,Consider possible security implications associated with pickle module.,3,"[3, 4]",https://bandit.readthedocs.io/en/latest/blacklists/blacklist_imports.html#b403-import-pickle
1142740.py,yaml_load,B506,MEDIUM,HIGH,Use of unsafe yaml load. Allows instantiation of arbitrary objects. Consider yaml.safe_load().,132,[132],https://bandit.readthedocs.io/en/latest/plugins/b506_yaml_load.html
1142740.py,yaml_load,B506,MEDIUM,HIGH,Use of unsafe yaml load. Allows instantiation of arbitrary objects. Consider yaml.safe_load().,187,[187],https://bandit.readthedocs.io/en/latest/plugins/b506_yaml_load.html
1143729.py,blacklist,B403,LOW,HIGH,Consider possible security implications associated with cPickle module.,1,[1],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_imports.html#b403-import-pickle
1143729.py,blacklist,B301,MEDIUM,HIGH,"Pickle and modules that wrap it can be unsafe when used to deserialize untrusted data, possible security issue.",23,[23],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_calls.html#b301-pickle
1149730.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,11,[11],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
1151986.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,59,[59],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
1151986.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,71,[71],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
11526013.py,blacklist,B404,LOW,HIGH,Consider possible security implications associated with subprocess module.,3,"[3, 4]",https://bandit.readthedocs.io/en/latest/blacklists/blacklist_imports.html#b404-import-subprocess
11526013.py,start_process_with_partial_path,B607,LOW,HIGH,Starting a process with a partial executable path,36,[36],https://bandit.readthedocs.io/en/latest/plugins/b607_start_process_with_partial_path.html
11526013.py,subprocess_without_shell_equals_true,B603,LOW,HIGH,subprocess call - check for execution of untrusted input.,36,[36],https://bandit.readthedocs.io/en/latest/plugins/b603_subprocess_without_shell_equals_true.html
11526013.py,start_process_with_partial_path,B607,LOW,HIGH,Starting a process with a partial executable path,39,[39],https://bandit.readthedocs.io/en/latest/plugins/b607_start_process_with_partial_path.html
11526013.py,subprocess_without_shell_equals_true,B603,LOW,HIGH,subprocess call - check for execution of untrusted input.,39,[39],https://bandit.readthedocs.io/en/latest/plugins/b603_subprocess_without_shell_equals_true.html
11526013.py,subprocess_without_shell_equals_true,B603,LOW,HIGH,subprocess call - check for execution of untrusted input.,42,[42],https://bandit.readthedocs.io/en/latest/plugins/b603_subprocess_without_shell_equals_true.html
11526013.py,subprocess_without_shell_equals_true,B603,LOW,HIGH,subprocess call - check for execution of untrusted input.,45,[45],https://bandit.readthedocs.io/en/latest/plugins/b603_subprocess_without_shell_equals_true.html
1157742.py,blacklist,B404,LOW,HIGH,Consider possible security implications associated with Popen module.,16,"[16, 17]",https://bandit.readthedocs.io/en/latest/blacklists/blacklist_imports.html#b404-import-subprocess
1157742.py,subprocess_without_shell_equals_true,B603,LOW,HIGH,subprocess call - check for execution of untrusted input.,25,[25],https://bandit.readthedocs.io/en/latest/plugins/b603_subprocess_without_shell_equals_true.html
1159755.py,blacklist,B404,LOW,HIGH,Consider possible security implications associated with subprocess module.,25,"[25, 26]",https://bandit.readthedocs.io/en/latest/blacklists/blacklist_imports.html#b404-import-subprocess
1159755.py,hardcoded_password_string,B105,LOW,MEDIUM,Possible hardcoded password: 'your_mailbox_password',28,[28],https://bandit.readthedocs.io/en/latest/plugins/b105_hardcoded_password_string.html
1159755.py,subprocess_without_shell_equals_true,B603,LOW,HIGH,subprocess call - check for execution of untrusted input.,45,[45],https://bandit.readthedocs.io/en/latest/plugins/b603_subprocess_without_shell_equals_true.html
1160201.py,django_mark_safe,B703,MEDIUM,HIGH,Potential XSS on mark_safe function.,72,[72],https://bandit.readthedocs.io/en/latest/plugins/b703_django_mark_safe.html
1160201.py,blacklist,B308,MEDIUM,HIGH,Use of mark_safe() may expose cross-site scripting vulnerabilities and should be reviewed.,72,[72],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_calls.html#b308-mark-safe
1190267.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,125,[125],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
1190267.py,blacklist,B310,MEDIUM,HIGH,Audit url open for permitted schemes. Allowing use of file:/ or custom schemes is often unexpected.,171,"[171, 172]",https://bandit.readthedocs.io/en/latest/blacklists/blacklist_calls.html#b310-urllib-urlopen
1190267.py,blacklist,B310,MEDIUM,HIGH,Audit url open for permitted schemes. Allowing use of file:/ or custom schemes is often unexpected.,267,[267],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_calls.html#b310-urllib-urlopen
11c318ee45f7473fc7e9f6b95a9b4b45.py,blacklist,B322,HIGH,HIGH,"The input method in Python 2 will read from standard input, evaluate and run the resulting string as python source code. This is similar, though in many ways worse, then using eval. On Python 2, use raw_input instead, input is safe in Python 3.",19,[19],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_calls.html#b322-input
11c318ee45f7473fc7e9f6b95a9b4b45.py,blacklist,B322,HIGH,HIGH,"The input method in Python 2 will read from standard input, evaluate and run the resulting string as python source code. This is similar, though in many ways worse, then using eval. On Python 2, use raw_input instead, input is safe in Python 3.",24,[24],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_calls.html#b322-input
11c318ee45f7473fc7e9f6b95a9b4b45.py,blacklist,B322,HIGH,HIGH,"The input method in Python 2 will read from standard input, evaluate and run the resulting string as python source code. This is similar, though in many ways worse, then using eval. On Python 2, use raw_input instead, input is safe in Python 3.",25,[25],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_calls.html#b322-input
11c318ee45f7473fc7e9f6b95a9b4b45.py,blacklist,B322,HIGH,HIGH,"The input method in Python 2 will read from standard input, evaluate and run the resulting string as python source code. This is similar, though in many ways worse, then using eval. On Python 2, use raw_input instead, input is safe in Python 3.",38,[38],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_calls.html#b322-input
1200485.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,49,[49],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
1200485.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,52,[52],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
1200485.py,blacklist,B303,MEDIUM,HIGH,"Use of insecure MD2, MD4, MD5, or SHA1 hash function.",143,[143],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_calls.html#b303-md5
1202516.py,blacklist,B404,LOW,HIGH,Consider possible security implications associated with Popen module.,3,[3],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_imports.html#b404-import-subprocess
1202516.py,start_process_with_a_shell,B605,LOW,HIGH,"Starting a process with a shell: Seems safe, but may be changed in the future, consider rewriting without shell",6,[6],https://bandit.readthedocs.io/en/latest/plugins/b605_start_process_with_a_shell.html
1202516.py,start_process_with_partial_path,B607,LOW,HIGH,Starting a process with a partial executable path,6,[6],https://bandit.readthedocs.io/en/latest/plugins/b607_start_process_with_partial_path.html
1206481.py,blacklist,B408,LOW,HIGH,"Using minidom to parse untrusted XML data is known to be vulnerable to XML attacks. Replace minidom with the equivalent defusedxml package, or make sure defusedxml.defuse_stdlib() is called.",8,"[8, 9, 10]",https://bandit.readthedocs.io/en/latest/blacklists/blacklist_imports.html#b408-import-xml-minidom
1206481.py,hardcoded_password_string,B105,LOW,MEDIUM,Possible hardcoded password: '',37,[37],https://bandit.readthedocs.io/en/latest/plugins/b105_hardcoded_password_string.html
1206481.py,blacklist,B310,MEDIUM,HIGH,Audit url open for permitted schemes. Allowing use of file:/ or custom schemes is often unexpected.,72,[72],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_calls.html#b310-urllib-urlopen
1206481.py,blacklist,B310,MEDIUM,HIGH,Audit url open for permitted schemes. Allowing use of file:/ or custom schemes is often unexpected.,74,[74],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_calls.html#b310-urllib-urlopen
1206481.py,blacklist,B310,MEDIUM,HIGH,Audit url open for permitted schemes. Allowing use of file:/ or custom schemes is often unexpected.,77,[77],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_calls.html#b310-urllib-urlopen
1206481.py,blacklist,B318,MEDIUM,HIGH,Using xml.dom.minidom.parseString to parse untrusted XML data is known to be vulnerable to XML attacks. Replace xml.dom.minidom.parseString with its defusedxml equivalent function or make sure defusedxml.defuse_stdlib() is called,78,[78],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_imports.html#b313-b320-xml-bad-minidom
1221774.py,try_except_pass,B110,LOW,HIGH,"Try, Except, Pass detected.",8,[8],https://bandit.readthedocs.io/en/latest/plugins/b110_try_except_pass.html
1222327.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,45,[45],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
1222327.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,53,[53],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
1222327.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,63,[63],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
1230498.py,blacklist,B408,LOW,HIGH,"Using xml.dom.minidom to parse untrusted XML data is known to be vulnerable to XML attacks. Replace xml.dom.minidom with the equivalent defusedxml package, or make sure defusedxml.defuse_stdlib() is called.",28,"[28, 29]",https://bandit.readthedocs.io/en/latest/blacklists/blacklist_imports.html#b408-import-xml-minidom
1230498.py,try_except_pass,B110,LOW,HIGH,"Try, Except, Pass detected.",181,[181],https://bandit.readthedocs.io/en/latest/plugins/b110_try_except_pass.html
1230498.py,blacklist,B318,MEDIUM,HIGH,Using xml.dom.minidom.parseString to parse untrusted XML data is known to be vulnerable to XML attacks. Replace xml.dom.minidom.parseString with its defusedxml equivalent function or make sure defusedxml.defuse_stdlib() is called,231,[231],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_imports.html#b313-b320-xml-bad-minidom
1230498.py,blacklist,B318,MEDIUM,HIGH,Using xml.dom.minidom.parseString to parse untrusted XML data is known to be vulnerable to XML attacks. Replace xml.dom.minidom.parseString with its defusedxml equivalent function or make sure defusedxml.defuse_stdlib() is called,238,[238],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_imports.html#b313-b320-xml-bad-minidom
1230574.py,start_process_with_a_shell,B605,HIGH,HIGH,"Starting a process with a shell, possible injection detected, security issue.",48,"[48, 49]",https://bandit.readthedocs.io/en/latest/plugins/b605_start_process_with_a_shell.html
1231182.py,blacklist,B404,LOW,HIGH,Consider possible security implications associated with subprocess module.,15,[15],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_imports.html#b404-import-subprocess
1231182.py,subprocess_without_shell_equals_true,B603,LOW,HIGH,subprocess call - check for execution of untrusted input.,35,"[35, 36]",https://bandit.readthedocs.io/en/latest/plugins/b603_subprocess_without_shell_equals_true.html
1231182.py,subprocess_without_shell_equals_true,B603,LOW,HIGH,subprocess call - check for execution of untrusted input.,38,"[38, 39]",https://bandit.readthedocs.io/en/latest/plugins/b603_subprocess_without_shell_equals_true.html
1231182.py,subprocess_without_shell_equals_true,B603,LOW,HIGH,subprocess call - check for execution of untrusted input.,42,"[42, 43]",https://bandit.readthedocs.io/en/latest/plugins/b603_subprocess_without_shell_equals_true.html
1231182.py,subprocess_without_shell_equals_true,B603,LOW,HIGH,subprocess call - check for execution of untrusted input.,48,"[48, 49]",https://bandit.readthedocs.io/en/latest/plugins/b603_subprocess_without_shell_equals_true.html
1232088.py,blacklist,B404,LOW,HIGH,Consider possible security implications associated with * module.,3,"[3, 4]",https://bandit.readthedocs.io/en/latest/blacklists/blacklist_imports.html#b404-import-subprocess
1232088.py,any_other_function_with_shell_equals_true,B604,MEDIUM,LOW,"Function call with shell=True parameter identified, possible security issue.",18,[18],https://bandit.readthedocs.io/en/latest/plugins/b604_any_other_function_with_shell_equals_true.html
1234843.py,blacklist,B403,LOW,HIGH,Consider possible security implications associated with pickle module.,4,[4],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_imports.html#b403-import-pickle
1234843.py,blacklist,B301,MEDIUM,HIGH,"Pickle and modules that wrap it can be unsafe when used to deserialize untrusted data, possible security issue.",43,[43],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_calls.html#b301-pickle
1234843.py,try_except_pass,B110,LOW,HIGH,"Try, Except, Pass detected.",87,[87],https://bandit.readthedocs.io/en/latest/plugins/b110_try_except_pass.html
1241979.py,blacklist,B310,MEDIUM,HIGH,Audit url open for permitted schemes. Allowing use of file:/ or custom schemes is often unexpected.,4,[4],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_calls.html#b310-urllib-urlopen
1242589.py,blacklist,B404,LOW,HIGH,Consider possible security implications associated with subprocess module.,10,[10],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_imports.html#b404-import-subprocess
1242589.py,subprocess_without_shell_equals_true,B603,LOW,HIGH,subprocess call - check for execution of untrusted input.,64,"[64, 65, 66]",https://bandit.readthedocs.io/en/latest/plugins/b603_subprocess_without_shell_equals_true.html
1242589.py,subprocess_without_shell_equals_true,B603,LOW,HIGH,subprocess call - check for execution of untrusted input.,302,[302],https://bandit.readthedocs.io/en/latest/plugins/b603_subprocess_without_shell_equals_true.html
1242589.py,subprocess_without_shell_equals_true,B603,LOW,HIGH,subprocess call - check for execution of untrusted input.,351,"[351, 352, 353, 354, 355, 356, 357, 358]",https://bandit.readthedocs.io/en/latest/plugins/b603_subprocess_without_shell_equals_true.html
1242589.py,subprocess_without_shell_equals_true,B603,LOW,HIGH,subprocess call - check for execution of untrusted input.,366,"[366, 367, 368, 369, 370, 371, 372, 373]",https://bandit.readthedocs.io/en/latest/plugins/b603_subprocess_without_shell_equals_true.html
1242589.py,subprocess_without_shell_equals_true,B603,LOW,HIGH,subprocess call - check for execution of untrusted input.,381,"[381, 382, 383, 384, 385, 386, 387, 388, 389, 390, 391, 392, 393, 394]",https://bandit.readthedocs.io/en/latest/plugins/b603_subprocess_without_shell_equals_true.html
1242ce87e713c9a3898a.py,blacklist,B310,MEDIUM,HIGH,Audit url open for permitted schemes. Allowing use of file:/ or custom schemes is often unexpected.,32,[32],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_calls.html#b310-urllib-urlopen
1242ce87e713c9a3898a.py,blacklist,B310,MEDIUM,HIGH,Audit url open for permitted schemes. Allowing use of file:/ or custom schemes is often unexpected.,33,[33],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_calls.html#b310-urllib-urlopen
1242ce87e713c9a3898a.py,blacklist,B310,MEDIUM,HIGH,Audit url open for permitted schemes. Allowing use of file:/ or custom schemes is often unexpected.,178,[178],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_calls.html#b310-urllib-urlopen
1248728.py,blacklist,B310,MEDIUM,HIGH,Audit url open for permitted schemes. Allowing use of file:/ or custom schemes is often unexpected.,23,[23],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_calls.html#b310-urllib-urlopen
12546e6e36607a63e254.py,blacklist,B306,MEDIUM,HIGH,Use of insecure and deprecated function (mktemp).,61,[61],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_calls.html#b306-mktemp-q
12546e6e36607a63e254.py,start_process_with_a_shell,B605,HIGH,HIGH,"Starting a process with a shell, possible injection detected, security issue.",62,"[62, 63, 64]",https://bandit.readthedocs.io/en/latest/plugins/b605_start_process_with_a_shell.html
12546e6e36607a63e254.py,blacklist,B306,MEDIUM,HIGH,Use of insecure and deprecated function (mktemp).,68,[68],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_calls.html#b306-mktemp-q
12546e6e36607a63e254.py,start_process_with_a_shell,B605,HIGH,HIGH,"Starting a process with a shell, possible injection detected, security issue.",70,"[70, 71, 72, 73]",https://bandit.readthedocs.io/en/latest/plugins/b605_start_process_with_a_shell.html
12546e6e36607a63e254.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,85,[85],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
1258524.py,start_process_with_a_shell,B605,HIGH,HIGH,"Starting a process with a shell, possible injection detected, security issue.",37,[37],https://bandit.readthedocs.io/en/latest/plugins/b605_start_process_with_a_shell.html
